;0
1269;1339650.76597834
1270;933736.6451014187
1271;2541218.898420916
1272;-948217.0453221537
1273;-970023.9887984414
1274;-794202.6700175684
1275;3357647.8942747675
1276;2805777.703564427
1277;58498.267556873616
1278;1294978.0451563764
1279;-1504407.8375707888
1280;-637553.4011691371
1281;-1148983.8734056102
1282;134085.2749492242
1283;394903.7649806901
1284;-1621307.8145544752
1285;338408.3628550903
1286;296130.1574241342
1287;-1427860.3738220548
1288;-407738.3173677549
1289;32620.10521959979
1290;1269658.4201341073
1291;-3450045.3337524794
1292;-1007611.8431481521
1293;323.19344984483905
1294;904888.3453429025
1295;1435449.817448148
1296;-216889.41159812827
1297;483950.9513267694
1298;-952252.0089390369
1299;-1121885.1136912303
1300;-813940.9698126875
1301;-4732337.63234771
1302;2763129.7775272373
1303;5407274.438918176
1304;241237.57958269585
1305;1222292.283711065
1306;-2318018.907033082
1307;112688.2752390327
1308;-656126.0971022672
1309;-193798.46463227458
1310;317194.97901389794
1311;-765620.1595360618
1312;-80767.35846691066
1313;-1633828.9534184318
1314;-1663032.5876035902
1315;5428232.004882439
1316;1120901.0086722542
1317;-1233316.4165064879
1318;-29655.474724262953
1319;1775389.0204675924
1320;343241.4748032801
1321;-295743.03293452424
1322;1374700.836242809
1323;987279.9403189393
1324;-149735.26303826878
1325;2291577.916031068
1326;1020364.4878921509
1327;-1974935.6233359114
1328;-857424.8315087643
1329;1246545.3495646967
1330;81750.74522782862
1331;13686.421900879592
1332;-517115.2655315241
1333;2082545.3871999788
1334;-1940416.793146397
1335;-1208233.9671712276
1336;-405004.1340685962
1337;8092798.482773043
1338;966588.9574508612
1339;-738551.7550332977
1340;624868.1819715672
1341;266135.2769083893
1342;-758575.4299452426
1343;-831690.0389575735
1344;-1465950.6910321247
1345;1175567.8625265118
1346;-1576872.65143154
1347;572925.7151500769
1348;1569907.2604928096
1349;-321563.4689670382
1350;-234496.1543026443
1351;-1817264.705444512
1352;-579124.6567126038
1353;-79512.65644693049
1354;3946890.238601622
1355;-176117.44645766448
1356;4688204.268996153
1357;3763477.0195256392
1358;-344876.900633669
1359;1410496.8077296447
1360;-1045929.4537764997
1361;-1637463.5206411546
1362;-2916453.772494494
1363;5523.099882104434
1364;-527724.84533046
1365;1798249.272414839
1366;667143.0926202256
1367;3809721.122374532
1368;1265371.6224765098
1369;2238234.7402068265
1370;952441.6740156155
1371;-553475.3069839808
1372;707986.1051324224
1373;211012.79649532307
1374;8733017.563317675
1375;3832967.8174609835
1376;-1693342.228618363
1377;-1108196.0345033333
1378;-782697.5669557666
1379;113571.78329673689
1380;396189.9584197467
1381;2091752.7232040102
1382;307051.60243601166
1383;-2537819.2734675957
1384;1174098.0806752024
1385;-915937.0751017854
1386;163857.40236279275
1387;1597105.5936335488
1388;-1391492.5528086568
1389;-825114.5716859517
1390;-327289.7986964006
1391;-2193625.742544679
1392;-217747.4856897993
1393;-606826.3655194864
1394;231055.90150972456
1395;-85450.2091308888
1396;-2290020.452531497
1397;1457638.848657268
1398;34194.44196109148
1399;-4986394.142765935
1400;-3942763.6909565427
1401;900051.6450230293
1402;1393934.1623252616
1403;-2100306.4184467583
1404;-1921377.666143483
1405;227419.35419996735
1406;2139787.649575388
1407;-1270462.750921302
1408;-128890.23958445713
1409;-1602355.6021236796
1410;4518650.832942544
1411;-2185995.7820514482
1412;997823.0833338499
1413;4334696.440135252
1414;-66626.68647795822
1415;891728.0375852063
1416;-265263.7468974134
1417;-1255187.6971862568
1418;1620719.6351010716
1419;-334973.2482415009
1420;2154921.740866985
1421;2521306.74443983
1422;-1111631.0998871042
1423;1117943.3297109958
1424;674705.0769597087
1425;-305710.57990510436
1426;-138392.1454069852
1427;190292.5256479471
1428;-1010836.2749730103
1429;1908142.8235390205
1430;-2092941.49836032
1431;-283918.8557691332
1432;-2477906.929907661
1433;8339736.992764153
1434;1100253.2733866796
1435;-1716389.2210957594
1436;-1075103.5405335464
1437;2570614.231791125
1438;-697662.9073416181
1439;139211.53616251703
1440;-2519528.452223132
1441;-455277.3422970809
1442;453817.13797372393
1443;-2092506.3892373112
1444;-959731.0685692297
1445;-889404.8511457293
1446;1391391.5102341278
1447;-416219.0615955191
1448;-510681.6254937202
1449;742575.1049384959
1450;-2264646.7978043947
1451;574684.8168754037
1452;1312728.7616391322
1453;1074612.3563865935
1454;-907177.7093118213
1455;-950697.9615850514
1456;471082.2374757505
1457;598686.9054273814
1458;-1113861.6441848269
1459;-1438338.3809850642
1460;-2749168.165004126
1461;922720.5185100641
1462;-2563651.55748218
1463;673647.9275766546
1464;-1626995.375344919
1465;291166.4656390706
1466;-29958.538921240717
1467;587088.5842620768
1468;3233459.159640748
1469;-2652083.6748816594
1470;-1694861.2763181217
1471;-5433260.823070981
1472;196928.30094688898
1473;1297321.7198975408
1474;-116941.26805720013
1475;-1059623.427689268
1476;-596444.425695769
1477;478857.63322311826
1478;1406572.9413761012
1479;-274168.5455852449
1480;-622761.1342622545
1481;-116216.29353902303
1482;4642359.748886764
1483;2238283.892151636
1484;1163937.4375721617
1485;288179.97991062375
1486;-917681.2368865611
1487;-561096.0704940613
1488;4619674.947085887
1489;-617105.338224276
1490;1393472.6438803277
1491;-1939842.8034855116
1492;-4051341.586499159
1493;-1308121.4767143177
1494;2701751.987682677
1495;-283026.7883592639
1496;341192.27591833845
1497;-217587.3346066093
1498;1406624.7767773848
1499;-1189893.354654597
1500;509324.41509157955
1501;-639816.6420779643
1502;-1852155.3588702325
1503;-1222298.2789042224
1504;-700919.2993991002
1505;-1173952.6191621684
1506;-2845952.3848577263
1507;2210172.046337869
1508;175203.17959803157
1509;-62837.56722430792
1510;1838194.8550424976
1511;1080109.4963974422
1512;349095.090416695
1513;-2115105.0356926797
1514;-979305.0014774036
1515;8466.174890281633
1516;-1959445.2223050015
1517;-2406227.997009772
1518;-348888.09012405947
1519;420248.8686013846
1520;-1194343.6531108236
1521;1516726.7276767157
1522;188666.63914500037
1523;-585854.4080818043
1524;-1090516.1364630766
1525;193643.00861410797
1526;64361.40319161536
1527;1237790.3845693348
1528;-940566.1055610804
1529;-446943.16544112767
1530;404818.19346461724
1531;-2274494.1308468804
1532;-433093.5510178681
1533;71871.09779686853
1534;174893.69579215534
1535;-370846.8532505594
1536;11611.880034452653
1537;-1277124.0594960656
1538;7221.156224532984
1539;2071684.3479291082
1540;-501407.00710560847
1541;1657007.6184421452
1542;-315473.524616695
1543;3695147.775629812
1544;3930106.845278899
1545;-1832800.6846295316
1546;-537878.520280262
1547;1094128.1717593535
1548;1045381.6650148667
1549;-1179429.7027166768
1550;-1443396.6466711313
1551;-785674.1079334395
1552;2356042.852703318
1553;4610320.197128561
1554;407650.6805500749
1555;1700052.6732049035
1556;828084.8868454099
1557;-2065234.8475974323
1558;2837372.8308581687
1559;1031162.9487874539
1560;1114748.7904747087
1561;252884.03180895536
1562;-372846.98376446683
1563;803317.9009078789
1564;-428614.87642351445
1565;227630.45514838537
1566;512306.64492332586
1567;-363174.59144764976
1568;-85837.14477795595
1569;-398858.9781976752
1570;-435292.4835573705
1571;76892.41224085446
1572;-1000372.2756489888
1573;-727400.6504120557
1574;-311911.4450210434
1575;35916.767711489694
1576;304411.7635426293
1577;-132138.62621618155
1578;6400026.045606762
1579;2748130.7079421356
1580;579763.4721703324
1581;-1511199.391787218
1582;1954643.4012802308
1583;-3029800.517959194
1584;64293.41969796829
1585;-1363979.22344309
1586;-1345569.4409984741
1587;-570901.2599227787
1588;4417661.503051948
1589;236486.38522083499
1590;2785512.98301653
1591;-842321.685398981
1592;2202141.681171825
1593;-213490.0851650061
1594;-3049773.29176157
1595;-2012418.973169825
1596;-457742.8518503867
1597;231662.91574271955
1598;1283928.8394357786
1599;-1674366.848255876
1600;-7695875.533989517
1601;1067942.963919458
1602;-558538.9254793139
1603;765446.7451994221
1604;580157.8722141061
1605;212762.0192280612
1606;-1373201.5413493966
1607;-906284.8669658452
1608;838299.2776796604
1609;-3182746.926100634
1610;4329451.7387123685
1611;-1268513.0494511
1612;2129465.0766417403
1613;-384547.1593740203
1614;1558210.8389799679
1615;-2194036.6068420215
1616;-381822.27017591894
1617;-1585123.053286233
1618;1851693.0032129493
1619;621962.4687834326
1620;2040349.0323547744
1621;695273.4701014813
1622;1643335.4867883497
1623;-1636938.5811205143
1624;1064698.2391410738
1625;247921.54028636042
1626;1615504.3007265897
1627;-6735302.151265144
1628;317951.91113027325
1629;351766.6497926712
1630;-1705332.3170009907
1631;-512689.31314920913
1632;1191345.5759408188
1633;1964681.010889019
1634;-371707.1779768943
1635;-2580844.1010866044
1636;2452871.7766388627
1637;586869.0202721956
1638;-809202.319557026
1639;-1874992.340106273
1640;-1019193.194046081
1641;-1933466.479879851
1642;-543216.4778623898
1643;922086.0686499598
1644;-3206204.03855588
1645;2777562.832842761
1646;1704817.5584757533
1647;-1335666.0307070212
1648;2057452.592893274
1649;-259935.56971193384
1650;5619940.918956581
1651;-1359320.915999352
1652;-383957.62948547443
1653;-77283.55466678366
1654;-2637448.5297590657
1655;603492.6456752671
1656;-1121198.4317326106
1657;1325168.6873826608
1658;315551.7827721443
1659;-1922041.4671190702
1660;-2252971.8557002367
1661;-506610.45607828256
1662;2106335.835446789
1663;-391552.1216954044
1664;-1841711.5965359332
1665;5417890.065375532
1666;700849.8821179401
1667;494734.4697828443
1668;-471824.96355890715
1669;2169978.9626072636
1670;-1449925.5994801233
1671;-1211671.1019323813
1672;-444417.16566704307
1673;-1188636.7009611083
1674;-2309450.1453870153
1675;492566.50978716504
1676;-579740.0693187453
1677;-2211692.9015177423
1678;502361.86230982747
1679;247173.92040263023
1680;2894765.037264798
1681;-480892.77020846633
1682;-1678726.4194796002
1683;-107627.95371340076
1684;-569914.1485636011
1685;155585.1455743413
1686;1762484.0545390588
1687;1258364.992652405
1688;2504961.379999524
1689;-1355656.300485399
1690;-1874731.6884575076
1691;-1182154.8598548304
1692;2529831.784994784
1693;-806143.0992819131
1694;3823700.0644238014
1695;-471408.2510609748
1696;-611262.5046803448
1697;1361571.9984666682
1698;5204574.144852288
1699;5860579.541657031
1700;-155945.6817981815
1701;-86540.42062515672
1702;-644320.4922526146
1703;1636095.6332536656
1704;-6736806.605518945
1705;-2748730.719087072
1706;-900094.5161386846
1707;4076341.0502886437
1708;-593334.3886014158
1709;-396912.12898948137
1710;-1074874.5636499347
1711;-2625383.0533083873
1712;715288.3906467427
1713;-834685.4266484668
1714;-368370.09486290906
1715;660148.406178168
1716;-238457.6670236038
1717;-1119925.1915839752
1718;674262.8734173886
1719;1691621.223924769
1720;-1292019.6642544218
1721;2499332.0367071535
1722;-2801428.1662299894
1723;-2176777.5690448787
1724;2253994.0844860952
1725;1092150.668206615
1726;309030.10969984904
1727;-1336703.7563356385
1728;-1003268.7619875306
1729;3806813.952869397
1730;-973908.0945705422
1731;354286.03701744694
1732;-372829.8514266518
1733;1167141.5659289812
1734;-981991.7834314834
1735;383095.4871649074
1736;935543.4548526634
1737;-1240266.1993629336
1738;-1687702.143893296
1739;2304636.739089775
1740;53744.02186315786
1741;-288697.0614779829
1742;-2140867.76358213
1743;117244.51801513846
1744;2030474.8470389945
1745;-435101.43727888353
1746;1788367.611308872
1747;625781.5273299012
1748;666839.3766775602
1749;-800563.7442984176
1750;-545027.8338816562
1751;-1127537.8378254268
1752;2698950.6610572943
1753;-2160891.479040044
1754;-6906380.044840541
1755;4789304.851465342
1756;703687.8586586125
1757;-215991.3654664848
1758;-308709.14478278277
1759;1261514.7243777758
1760;1148616.002950891
1761;2962030.777580286
1762;-812789.7718546297
1763;-585022.7059639213
1764;-238566.95662608277
1765;359488.39312548214
1766;629497.0263783615
1767;1828973.3292908007
1768;130158.96928271744
1769;-1666572.8045828256
1770;1066228.4450174328
1771;-1484032.8111487045
1772;445126.09104845347
1773;2088232.9046934359
1774;5299967.761464888
1775;-1365396.1759585114
1776;-2052723.4838785836
1777;339274.9331252747
1778;1265593.6103515294
1779;-706207.283071233
1780;3256025.4623822044
1781;1494434.2157777473
1782;-2249093.1112503354
1783;-2511532.5685049715
1784;-780307.7607957395
1785;-1977111.9678853587
1786;-3001710.717298805
1787;2016835.2863297947
1788;679030.3632912785
1789;338988.92024845514
1790;18545.781744178385
1791;-1416207.3463750826
1792;86075.98841375578
1793;5744317.813265411
1794;115705.21452293731
1795;-1609834.9746568939
1796;572802.858993711
1797;-1973823.0846084706
1798;-1218107.6002170532
1799;1592007.1427296652
1800;-2956073.91321542
1801;3762159.0797321945
1802;683307.8461443922
1803;-352467.8285373583
1804;-1159097.4173010774
1805;-397799.8794171363
1806;461529.7216827823
1807;-90634.7841778167
1808;-397747.5935389581
1809;-1053788.1195361246
1810;2385112.560344754
1811;3982760.2156616393
1812;62084.99052036647
1813;952058.8570401743
1814;-1754405.455483525
1815;1852175.7840985395
1816;1397642.1898378264
1817;253412.37856043782
1818;1584604.941139794
1819;3087215.0605602264
1820;1446429.4116961565
1821;-469170.26199985854
1822;-400774.7971855672
1823;-284997.09206219297
1824;591335.7442484389
1825;1446109.5879023923
1826;-5022.551448972896
1827;678943.5685926203
1828;7441640.681367377
1829;1524.4699396416545
1830;1735787.3348697564
1831;-17983.778369787964
1832;-1591341.02864098
1833;-182750.58392866375
1834;-11110.130211198237
1835;4833138.571363897
1836;2118000.0071111396
1837;1229968.4409550754
1838;-744986.4334757798
1839;648326.1065381896
1840;678424.557240813
1841;971289.5295230625
1842;1957324.6035147961
1843;-239173.0700387759
1844;-374963.0616212315
1845;630922.0338939987
1846;-852400.223693734
1847;-10824.485906469636
1848;-3033955.8109769453
1849;-464354.16424765997
1850;-496989.02946983837
1851;-291467.5079433657
1852;-1569628.96875099
1853;71322.52678742912
1854;1696085.3231853796
1855;673918.9334831638
1856;-1137588.6202359195
1857;-1429561.6538728876
1858;1064382.6455846261
1859;-1717551.4236944295
1860;301297.30265750666
1861;1279703.6942344187
1862;1788789.2205852233
1863;727258.5031931959
1864;-1766214.9563008598
1865;-420702.60542370565
1866;-1024735.7065009298
1867;-1972395.4453659365
1868;1740655.6756290786
1869;193763.63123648707
1870;-537564.0323112516
1871;5612513.867822643
1872;-37239.45284982212
1873;35016.301907439716
1874;5006.115368122002
1875;-854161.0388208253
1876;310492.446858556
1877;1087406.3202289413
1878;164121.79848690424
1879;-3430820.07262825
1880;8976.878233942203
1881;82225.49787177378
1882;-1685819.9000157113
1883;1709971.069339157
1884;-136154.3595856137
1885;-3722244.184172792
1886;191224.45944046136
1887;38912.18069048505
1888;-4587149.8225862505
1889;-428529.95908150356
1890;-642133.6364232926
1891;-2221682.201764267
1892;815229.2622923041
1893;1487476.2682256978
1894;-1465452.3976852968
1895;6086655.962585952
1896;2575097.4520379603
1897;-489463.0074634794
1898;154660.26770676207
1899;637240.6730300598
1900;-1030766.8130343785
1901;2311279.8148231907
1902;-162725.16288963333
1903;-790294.1699221504
1904;393358.3770277044
1905;341658.8832042357
1906;-587638.4747545719
1907;-63562.78328187857
1908;1038846.5123347463
1909;-1344423.9812231925
1910;-1654939.9551948549
1911;-1973412.78767832
1912;-1886473.485871655
1913;496771.66998502146
1914;2509038.4972191397
1915;455372.6391559858
1916;2862022.3103961525
1917;-17532.663109074347
1918;823024.6572787692
1919;-321603.4117655447
1920;1293390.5635381984
1921;432342.9104492398
1922;-1813187.0432989467
1923;3190560.751548321
1924;654241.5636284789
1925;-2380100.366540292
1926;360582.32111520413
1927;-1138187.3438623443
1928;-453316.3937644658
1929;410633.4500861211
1930;437929.11950647086
1931;-272665.10867648944
1932;1310454.8151817704
1933;-96417.93971584877
1934;371901.28468689416
1935;-3096617.897473807
1936;-222926.1646720916
1937;506738.37963014655
1938;-869844.972906929
1939;-1280461.8112604967
1940;63593.46719272062
1941;-2713858.9951408394
1942;966448.6611756184
1943;-561100.8183336584
1944;977504.5329879215
1945;644073.0160924029
1946;5093941.639976343
1947;1730459.645598354
1948;-447065.7514536325
1949;-2089727.6895201616
1950;-976715.3429820174
1951;-255039.98560660053
1952;-1613036.591129343
1953;1177241.1263256986
1954;-815929.3446122333
1955;-1545070.2274611122
1956;503393.4837701041
1957;-1898306.9293535892
1958;-222269.0891912426
1959;-82852.93138703983
1960;-376745.94332233595
1961;757237.8109934493
1962;333294.5470021232
1963;-103600.83072177414
1964;198472.39660852915
1965;609661.9192931298
1966;-63459.73395001888
1967;-4215546.835162211
1968;1893251.8258824078
1969;-311551.7700335111
1970;803199.521172029
1971;-70518.35727458261
1972;304512.6700594388
1973;-1111372.5602727965
1974;-138672.87381505873
1975;-204380.12920337217
1976;-1011958.1041078051
1977;387040.9878477352
1978;3838161.3043360375
1979;239420.2051880015
1980;-975258.4649236081
1981;379124.3158679395
1982;487559.19349907245
1983;-1347570.495286977
1984;-1870609.4927745762
1985;-707735.9480778622
1986;-16092.803653628565
1987;-689638.722566382
1988;-1416488.1187641034
1989;-502526.9258474675
1990;600602.3725816081
1991;-825315.0394692805
1992;3758839.188646973
1993;-965670.1090775458
1994;-831895.099777888
1995;-1648671.6301550334
1996;-2400209.186588742
1997;1897779.4740663187
1998;-1334151.4648303464
1999;897013.1376004247
2000;1877716.4021515716
2001;-560653.9026409369
2002;1246893.3122194903
2003;-1906017.2221471043
2004;-1830435.7949450873
2005;50697.508993836585
2006;3338431.6419468946
2007;818001.857125707
2008;255820.7450565286
2009;-1748735.4688006006
2010;1691829.9332551332
2011;2848337.6608218625
2012;-452198.6336376155
2013;-889554.1759610809
2014;-2405418.0535125956
2015;-342035.87729482446
2016;-200869.59536467772
2017;-9381034.21806732
2018;1896422.4561076406
2019;-920723.0333954007
2020;961878.1591630466
2021;-1386344.7338113692
2022;-498176.42249667225
2023;-1376362.101570977
2024;153549.37515043467
2025;177482.34567330324
2026;10036353.753860576
2027;608617.1903659347
2028;-1867906.0093412688
2029;5757507.023427596
2030;-263061.6567164955
2031;-1389309.5961788355
2032;3228760.228788088
2033;-1032070.3265786327
2034;-142420.6206728412
2035;-1870059.282427859
2036;-583156.9860130344
2037;681321.3799738903
2038;-970175.5750989541
2039;-1800142.9251788035
2040;-1412172.0805149572
2041;422936.23547212686
2042;769342.628396675
2043;3874301.6141261347
2044;457391.953037973
2045;-133282.02417060453
2046;-190876.07188983716
2047;-1437527.845637303
2048;-55782.69518739404
2049;249950.9950372819
2050;2666700.6794585334
2051;-2296101.0424129125
2052;-673198.6192296371
2053;923419.5152303204
2054;1606525.506804631
2055;118439.34715289157
2056;812868.1472723726
2057;-1100350.3421312491
2058;417522.10827044724
2059;-1730842.850271401
2060;-492461.6552017629
2061;-2620037.5871912558
2062;2892785.0447704326
2063;384829.0045667663
2064;250113.01000557933
2065;2019286.430469253
2066;-2509069.2142379945
2067;-84668.16257734364
2068;-1697668.1037734381
2069;-963731.7114707516
2070;2485609.9269381985
2071;-947345.2233097563
2072;815806.782186202
2073;3155993.1100224038
2074;-839263.9901631684
2075;-1132259.8322803937
2076;74474.39112604223
2077;-163370.58141836524
2078;1596925.092438944
2079;5908002.209595163
2080;-398859.8317579683
2081;744066.2699220022
2082;-150506.74869947787
2083;627071.0793194603
2084;1876523.7623451417
2085;210186.4796337979
2086;-737340.2014330653
2087;2599394.2852345128
2088;-1339696.3222480095
2089;1280397.6771944962
2090;-6942.6516398778185
2091;778030.5729205203
2092;2360062.941257679
2093;-831364.4008154552
2094;-2793782.154332611
2095;4402830.613017278
2096;835582.4630159903
2097;4984173.890144939
2098;1677936.4466774329
2099;428113.282515591
2100;-974136.5831241133
2101;1696186.7496505734
2102;2331091.748347274
2103;-1816731.736790237
2104;251859.90447882493
2105;651747.4271425046
2106;-1356519.7052108068
2107;-2266783.9633856714
2108;-1138747.7212427203
2109;-164212.40783063014
2110;-1676399.9649888696
2111;358385.3075166326
2112;78626.18724066904
2113;-4376398.369316639
2114;-1951725.1373137431
2115;290478.8075740654
2116;-1605761.52874537
2117;-306984.84287366644
2118;-2304330.13632627
2119;-1652197.729810753
2120;2647796.2401759927
2121;186783.3597883014
2122;1742077.76239222
2123;1360855.17425902
2124;-1841533.8071144363
2125;-1073519.4702963755
2126;-3436240.1116557075
2127;2894023.736431785
2128;1018824.0274041616
2129;1028796.6345081637
2130;-475216.3791212328
2131;-1751277.044588009
2132;-1285757.0678863148
2133;-879951.5684090611
2134;-2131442.0141057484
2135;2253666.4866465274
2136;-184042.744575887
2137;1625469.500653579
2138;-843083.6722914586
2139;-1951656.2919939589
2140;-1046889.0113487989
2141;1887498.1093807095
2142;-2424546.9239275437
2143;-34286.12395863142
2144;-8871.143976160442
2145;-959423.6195586321
2146;-755340.2540261168
2147;685190.6753606033
2148;-1280130.8614063105
2149;-1109114.821949984
2150;-319398.1182683818
2151;-1967282.3437072122
2152;-732821.822411359
2153;2853782.0152013134
2154;5371277.71617857
2155;3802813.024322641
2156;350520.1862956183
2157;1816365.7858605115
2158;-1469616.8334724475
2159;-1896487.7511012936
2160;6158669.474166242
2161;1747674.5711432006
2162;3433921.5240397477
2163;-1663243.3556945503
2164;686244.7685831296
2165;1936367.2856165501
2166;828119.7261183662
2167;-612614.1121497308
2168;929764.323440168
2169;180667.30255970266
2170;-613287.4084073966
2171;-1048688.3909404995
2172;-1852450.232946543
2173;1380033.632741307
2174;799.9450077582151
2175;1356653.867930576
2176;514445.77347365767
2177;-826488.959969582
2178;1242964.358741261
2179;1988356.184309374
2180;-228611.7793397121
2181;-1754425.0279507097
2182;-1024839.9588263538
2183;3753212.4850966614
2184;895732.1063496079
2185;-4720787.296235986
2186;1436875.8908123039
2187;-1058330.8313668799
2188;1109027.2340062317
2189;-904380.9121434446
2190;-132852.3729321938
2191;-314706.97894997336
2192;-2106208.101079722
2193;4280970.697859017
2194;-1715316.799212424
2195;-662206.2816536529
2196;2860228.024482008
2197;-1826245.830318693
2198;-389306.2908017887
2199;-2522966.6219179537
2200;-2007318.1978720296
2201;-875295.6973007121
2202;1412872.6288552862
2203;-690933.7643404761
2204;372651.6421846864
2205;-1164581.9612779461
2206;-165107.82733684033
2207;276709.8799442551
2208;-468464.06474929
2209;215754.64136482705
2210;-740034.6035652352
2211;-1397026.4103406258
2212;-616050.2360213539
2213;-2815579.487439329
2214;22569.774022551253
2215;-888340.073526076
2216;4221450.746822272
2217;824047.5878031692
2218;-139558.61707572546
2219;-140961.65908196848
2220;-2938325.84346506
2221;-1792163.2152012147
2222;-1515763.7066335613
2223;320708.92292574805
2224;-1020280.6974920244
2225;575279.1084673237
2226;507510.01543353964
2227;-1840943.5880517196
2228;1682762.6498340648
2229;472738.22463792795
2230;-449202.86369399354
2231;-713725.2766306885
2232;-145311.47908129822
2233;-1337063.0393687175
2234;769814.7616133196
2235;239277.92140902666
2236;275564.604176797
2237;-1061041.7125985012
2238;-1690085.1241225277
2239;-740851.4355721283
2240;846365.3803587863
2241;-1620913.9294418786
2242;-1443663.2606524546
2243;316455.40736781666
2244;2857024.603353145
2245;186974.7357597109
2246;1312380.2587308278
2247;-2031575.5569305373
2248;-387794.10143951885
2249;664472.7730456917
2250;-2646859.963852996
2251;-769383.3191982512
2252;170234.79061615327
2253;-630723.6703929654
2254;115440.96961693093
2255;-233798.2756140614
2256;-2225178.734364044
2257;-1430012.570549435
2258;-823716.4650808754
2259;5139393.804067001
2260;905981.9551079848
2261;-687378.3161604302
2262;280963.58426146116
2263;-412497.8850141484
2264;-1712461.2557929587
2265;-320345.05660099536
2266;-2338441.186224899
2267;985086.6069831441
2268;-735487.4539078828
2269;552380.9169530785
2270;-378809.91171704954
2271;348865.86750785355
2272;-1054325.7521630824
2273;2779605.273878297
2274;-781793.5339062097
2275;42841.91206252482
2276;-1873345.9250623472
2277;221321.39345593564
2278;4815761.439284423
2279;-425488.6198127279
2280;1109274.3208432915
2281;12556.491452654824
2282;4535680.388761023
2283;5534410.496292835
2284;-1475975.3424564078
2285;409722.7830305565
2286;1332333.924302559
2287;136210.5050905645
2288;304903.6475002903
2289;-719813.2216766318
2290;-1314499.5239316477
2291;-1684222.030880116
2292;-2461328.8193289284
2293;-358498.72978092637
2294;-897940.6654695703
2295;-1125839.3912971667
2296;2162385.6870926893
2297;1555188.0936504537
2298;7759783.738579005
2299;26676.065478407778
2300;127566.02990800282
2301;1830414.8190382845
2302;-1170113.9141540974
2303;-1772126.6234561116
2304;-27399.316019833088
2305;215149.28157087602
2306;-268539.9058021009
2307;-818175.7286979277
2308;2543174.040949164
2309;-404532.80793436756
2310;-1789902.009882282
2311;-2461958.021056338
2312;-170685.38129975647
2313;-1593555.772556941
2314;3106748.1265037395
2315;852991.7889274559
2316;683672.1936124009
2317;-500529.5147976293
2318;983832.3771512443
2319;-2665357.2909731604
2320;974575.333356956
2321;-3565098.540993927
2322;1571937.9089490548
2323;-347758.88846760243
2324;-885649.7013588292
2325;5295703.5978109725
2326;2905396.5997852013
2327;-300153.4932579994
2328;578462.6588410484
2329;2841670.3941557854
2330;-1408792.667417585
2331;847719.4030160187
2332;-2026913.4454156482
2333;-3004488.8474300914
2334;-1837733.892113953
2335;-1141758.7127486588
2336;-687917.5871847873
2337;3276914.443472068
2338;-308067.52724858467
2339;-320647.75610941346
2340;1264773.5193926608
2341;-1884542.50774372
2342;-2148905.7993052523
2343;-721367.3431995623
2344;-30416.72762768832
2345;3322200.6961395554
2346;-1080317.5599158555
2347;-1137803.7134177843
2348;2831290.4235878726
2349;-648884.3493962643
2350;-1951502.9812982678
2351;-1974091.4641932345
2352;906760.220234354
2353;7128400.893460188
2354;234001.96764015034
2355;-830297.3240493978
2356;1716760.27377294
2357;6205.244456643239
2358;-213267.04415157996
2359;694937.6432979709
2360;269218.11919341097
2361;-1661314.2336251494
2362;-2913284.6462870566
2363;-1309376.9999969038
2364;-2589025.101028472
2365;311330.1868891418
2366;5294350.056321178
2367;-923904.3904739451
2368;-606523.2129372212
2369;-5533010.882926303
2370;608682.6123102931
2371;377328.03988881316
2372;-18622.965207147412
2373;-40063.36602711445
2374;-69424.63945097337
2375;-1525200.779963337
2376;-960680.5918348287
2377;1110223.249640964
2378;-1253344.0806286065
2379;1109079.2773257738
2380;-1857991.7659456255
2381;5061462.486511179
2382;-480985.38824813114
2383;-2939056.765218172
2384;192691.63078877376
2385;-3091313.438934966
2386;-86534.3184767568
2387;-1213456.364069858
2388;-501415.4379922226
2389;-953214.8640030897
2390;-53149.61945191072
2391;250924.02490072325
2392;-1569649.370132871
2393;-331046.9345959518
2394;1229906.5525305774
2395;-302920.7291790778
2396;-1461980.9128369885
2397;-578565.4008377381
2398;-1469436.246383714
2399;331973.5353684708
2400;-784199.0560172801
2401;2334503.3251197953
2402;-2952129.44439282
2403;-1186465.298701154
2404;404439.8368121828
2405;-988742.0450587077
2406;1110397.218401115
2407;-175576.33063061303
2408;-592756.3330229577
2409;21491.471746290103
2410;-4304207.7048268635
2411;-1079042.8095243163
2412;-2306261.2316210205
2413;4107963.106575014
2414;4071453.514876887
2415;1864051.37534517
2416;-509585.1975188842
2417;1827049.8064469649
2418;-377707.31335503934
2419;1332358.9637779053
2420;-419158.46484401263
2421;751402.5884468276
2422;-3713051.1634490136
2423;624741.0823364255
2424;-2753606.121019877
2425;-2428755.691478705
2426;63178.38695459417
2427;-2657321.17113748
2428;-841340.8345367615
2429;1523432.1869194885
2430;-1667257.3322103797
2431;-537990.3179909769
2432;509186.217252193
2433;-836301.6343438728
2434;-587853.1822012453
2435;-1764576.1914890348
2436;-165921.9528267309
2437;1889141.5167108634
2438;324988.556340063
2439;1202827.0205504037
2440;588218.6429450391
2441;85213.27418893971
2442;-1623461.296943036
2443;2468564.4093864225
2444;-849853.125424936
2445;-930769.5346359177
2446;169520.3022305658
2447;483084.0756628942
2448;-532455.0993603244
2449;1401700.7715414036
2450;-76308.26000009477
2451;-642647.4673601284
2452;-821324.2149287229
2453;-1285266.2606302444
